year,title,era,type,region,summary,confidence
1897,Judah Leaves to Visit Hirah an Adullamite,EST,EST,,This happens about the same time that Joseph's is sold to Potiphar in Egypt.,
1897,Judah Marries Shua: A Canaanite,EST,EST,,"It is estimated that Shua conceives Judah’s first son, Er about one month later.",
1898,Joseph Has a Dream of Future Greatness,EST,EST,,,
1900,Rape of Dinah Triggers Anger of Jacob's Sons,DFC,DFC,,"This text records the rape of Jacob’s daughter, Dinah, and the anger of Jacob’s sons toward the men of Shechem. CD#79 is the DFC date for events happening between 1901 BC and 1897 BC.",
1900,Men of Shechem Get Circumcised,EST,EST,,"Hamor and his son Shechem, who wanted to marry Dinah, circumcise themselves and offer a dowry to pacify Jacob and his sons.",
1900,Simeon and Levi Kill and Plunder in Shechem,EST,EST,,"When the men of Shechem were healing from being circumcised, Simeon and Levi, two of Jacob's sons, went into the town and killed the men who had been circumcised. This included Hamor and his son, Shechem, who had raped Dinah. They plundered their possessions and took their wives and children captive.",
1900,God Instructs Jacob to Move to Bethel,EST,EST,,God instructs Jacob and his family to move from Shechem to Bethel.,
1900,Jacob's Family Arrives in Bethel,EST,EST,,,
1900,Rebekah's Nurse Deborah Dies in Bethel,EST,EST,,,
1900,God Appears Again to Jacob,EST,EST,,God tells Jacob he is to be called Israel and renews covenant to give the land he is now in to his descendants.,
1900,Birth of Benjamin-Twelfth Son of Jacob,EST,EST,,"Benjamin, the second son born to Rachel, is the twelfth son of Jacob. At this point in time Jacob is 105 years old.",
1900,Death of Rachel-Wife of Jacob,EST,EST,,"The birth of Benjamin causes the death of Jacob's wife, Rachel. Her tomb can still be seen just outside Bethlehem.",
1900,Jacob Moves Just Beyond Tower of Eder,EST,EST,,"After the death of Rachel, Jacob's family moves near the tower of Eder which is probably near Bethlehem. While living in this area, Jacob's son Reuben lays with Bilhah. Bilhah is his father's concubine and the maid of Leah. She is also the mother of Reuben's brothers, Dan and Naphtali.",
1900,Jacob Moves to Mamre (Hebron) in Canaan,EST,EST,,"Jacob has moved back to Canaan to be with his father, Isaac. Joseph would be taken to Egypt about two and a half years later.",
1901,Jacob Moves to Shechem and Builds Altar,DFC,DFC,,"Jacob moves to Shechem which is located in the land of Canaan, according to Genesis 33:18. CD#79 is the DFC date for events happening between 1901 BC and 1897 BC.",
1908,Jacob Leaves Laban,DFC,DFC,,Jacob takes his family and livestock after serving Laban for twenty years and heads for Canaan. Jacob is 97 DFC years old. CD#77 is the DFC date for events happening between the years 1911 BC and 1907 BC.,
1908,Laban Pursues Jacob on Third Day,EST,EST,,,
1908,Laban Catches Jacob After Seven Days,EST,EST,,Laban searches for items stolen by Rachel but does not find them.,
1908,Laban and Jacob Make a Covenant at Mizpah,EST,EST,,Laban and Jacob celebrate the covenant between them on the evening of the seventh day. They spend the night on the mountain and Laban returns home the next morning.,
1908,Jacob Makes Camp at Mahanaim,EST,EST,,Jacob sends messengers ahead to Esau. The messengers return saying Esau is on his way to meet Jacob with 400 men.,
1908,Jacob Wrestles With an Angel at Peniel,EST,EST,,Jacob sends his family across the Jabbok stream at night. Jacob is left alone to wrestle with an Angel and is given the name Israel.,
1908,Jacob Meets Esau After Many Years,EST,EST,,The next morning Jacob has a happy reunion with Esau. Afterwards Esau and his men leave for Seir (Edom). Jacob and his family head for Succoth.,
1908,Jacob Goes to Succoth,EST,EST,,"After meeting with Esau, Jacob goes to Succoth where he builds a house. This is about a four day journey.",
1914,Birth of Joseph-First Son of Jacob and Rachel,DFC,DFC,,"Joseph is the first of two sons born to Rachel and Jacob’s favorite son. Joseph is the eleventh of Jacob’s sons. It is important to note that when Joseph is born, the age of his father is not mentioned. This is the first time that the age of the father is not mentioned, in the dating of the descendants in the sacred line of the patriarchs, since the creation of Adam and Eve. From the events that occur at the time Jacob arrives in Egypt, it can be calculated from the text of Scripture that Jacob is 91 DFC years old when Joseph is born. Jacob would meet Pharaoh thirty-nine years later, when he and his sons would join Joseph in Egypt. The footnotes in the MacArthur Study Bible accurately date this event in 1914 BC. This research states that the DFC date of this event is Tuesday January 1 – Tevet 12, 1914 BC on the 364-Day calendar consistent with Scripture. CD#76 is the DFC date for events happening between 1916 BC and 1912 BC.",
1915,Birth of Dinah-First Daughter of Jacob,DFC,DFC,,"Dinah, the first daughter of Jacob, is born to Leah one year after Zebulun when Jacob is 90 DFC years old. Genesis 37:5 and 46:7 tells about other unnamed daughters born to Jacob. CD#76 is the DFC date for events happening between 1916 BC and 1912 BC.",
1916,Birth of Zebulun-Tenth Son of Jacob,DFC,DFC,,"Zebulun is born one year plus one day after Issachar, when Jacob is 89 DFC years old, and is the sixth son born to Leah. It is important to note that this one year plus one day goes from December 30 of 1918 BC to January 1 of 1916 BC. CD#76 is the DFC date for events happening between 1916 BC and 1912 BC.",
1918,Birth Issachar-Ninth Son of Jacob,DFC,DFC,,"Issachar is born one year after Asher, when Jacob is 88 DFC years old, and is the fifth son born to Leah. CD#75 is the DFC date for events happening between 1921 BC and 1917 BC.",
1919,Birth of Asher-Eighth Son of Jacob,DFC,DFC,,"Asher is born one year after Gad when Jacob is 87 DFC years old. Asher is the second son born to Zilpah, the maid of Leah who has not conceived for five years. CD#75 is the DFC date for events happening between 1921 BC and 1917 BC.",
1920,Birth of Gad-Seventh Son of Jacob,DFC,DFC,,"Gad is born one year after Naphtali when Jacob is 86 DFC years old and 17 days. Gad is born to Zilpah, the maid of Leah, who has not conceived for four years. CD#75 is the DFC date for events happening between 1921 BC and 1917 BC.",
1921,Birth of Naphtali-Sixth Son of Jacob,DFC,DFC,,"Naphtali is born one year after Dan when Jacob is 85 DFC years. Naphtali is the second son of Bilhah, the maid of Rachel who is still unable to conceive. CD#75 is the DFC date for events happening between 1921 BC and 1917 BC.",
1922,Birth of Dan-Fifth Son of Jacob,DFC,DFC,,"Dan is born two years after Judah in the 84th DFC year of Jacob. The mother of Dan is Bilhah, the maid of the still barren Rachel. CD#74 is the DFC date for events happening between 1926 BC and 1922 BC.",
1924,Birth of Judah-Fourth Son of Jacob,DFC,DFC,,Judah is a direct ancestor of Jesus and born in the 82nd DFC year of Jacob. CD#74 is the DFC date for events happening between 1926 BC and 1922 BC.,
1925,Birth of Levi-Third Son of Jacob,DFC,DFC,,Levi is a direct ancestor of Moses and is born to Leah in the 81st DFC year of Jacob. CD#74 is the DFC date for events happening between 1926 BC and 1922 BC.,
1926,Birth of Simeon-Second Son of Jacob,DFC,DFC,,Simeon is born to Leah when Jacob is 80 DFC years and 16 days old. CD#74 is the DFC date for events happening between 1926 BC and 1922 BC.,
1927,Birth of Reuben-First Son of Jacob,EST,EST,,"Reuben, first son of Jacob, is born to Leah when Jacob is 78 DFC years old and 238 days. This is an estimated date.",
1927,Death of Eber-Son of Salah at 464,DFC,DFC,,The DFC date of the death of Eber is 464 years and 92 days from his birth. CD#73 is the DFC date for events happening between 1931 BC and 1927 BC.,
1928,Jacob's ladder Dream and Vow at Bethel,EST,EST,,,
1928,Jacob Meets Rachel-Daughter of Laban,EST,EST,,Jacob is 77 years old when he meets Rachel.,
1928,Esau Marries Two Daughters of Ishmael,EST,EST,,"Genesis 25:13 and 28:9 gives confirmation that Nebajoth is the oldest son of Ishmael. These verses, along with Genesis 36:3, state that Mahalath and Basemath are sisters of Nebajoth. Both daughters of Ishmael married Esau. It is likely that Esau negotiated these marriages with Ishmael's son, Nebajoth since Ishmael had died 14 years earlier.",
1928,Jacob Marries Leah and Rachel,EST,EST,,Jacob begins fathering his children even though the bridal payment will not be completely paid for another fourteen years.,
1929,Isaac Blesses Jacob While Trying to Bless Esau,DFC,DFC,,"Isaac at 137 tries to bless Esau, who is 77 years old, but blesses Jacob instead. Jacob leaves for Haran to find a wife among the daughters of Laban. CD#73 is the DFC date for events happening between 1931 BC and 1927 BC.",
1929,Isaac Sends Jacob Away to Find a Wife,EST,EST,,Isaac sends Jacob away to protect him from Esau’s anger and reduce the chances of Jacob marrying a Canaanite woman.,
1943,Death of Ishmael-Son of Abraham at 137,DFC,DFC,,The DFC date of the death of Ishmael is 137 years and 27 days from his birth. CD#70 is the DFC date for events happening between 1946 BC and 1942 BC.,
1956,Death of Shem-Son of Noah at 600,DFC,DFC,,The DFC date of the death of Shem is 600 years and 120 days from his birth. CD#68 is the DFC date for events happening between 1956 BC and 1952 BC.,
1966,Esau Marries Two Hittite Women,DFC,DFC,,The marriage of Esau at the age of forty DFC years plus eight days to pagan women caused Isaac and Rebekah great sorrow. Esau married two Hittite women: Judith the daughter of Beeri and Basemath the daughter of Elon. Basemath may be Ishmael’s granddaughter since she is also listed as the sister of Nebajoth. The exact relationship is not clear and is a little confusing when looking at a commentary on the wives of Esau. CD#66 is the DFC date for events happening between 1966 BC and 1962 BC.,
1988,Death of Salah-Grandson of Arphaxad at 433,DFC,DFC,,The DFC date of the death of Salah is 433 years and 86 days from his birth. CD#61 is the DFC date for events happening between 1991 BC and 1987 BC.,
1991,Death of Abraham-Son of Terah at 175,DFC,DFC,,The DFC date of the death of Abraham is 175 years and 35 days from his birth. CD#61 is the DFC date for events happening between 1991 BC and 1987 BC.,
2006,Birth of Jacob and Esau-Sons of Isaac,DFC,DFC,,"Isaac is 60 years old and 12 days when his twin sons, Jacob and Esau, are born. Jacob would be the father of the 12 tribes of Israel. Esau would be the ancestor of the Edomites. CD#58 is the DFC date for events happening between 2006 BC and 2002 BC.",
2018,Death of Arphaxad-Son of Shem at 438,DFC,DFC,,The DFC date of the death of Arphaxad is 438 years and 87 days from his birth. CD#55 is the DFC date for events happening between 2021 BC and 2017 BC.,
2026,Isaac Takes Rebekah as a Wife at 40,DFC,DFC,,Isaac takes Rebekah as a wife forty DFC years and eight days after his DFC date of birth. CD#54 is the DFC date for events happening between 2026 BC and 2022 BC.,
2029,Death of Sarah-Wife of Abraham at 127,DFC,DFC,,"The DFC date of the death of Sarah is 127 years and 25 days from her birth. The accurate DFC dating of Sarah’s death and Abraham’s move to Hebron are extremely important dates in the study of Bible chronology. At the time of Sarah’s death in Hebron, Abraham was probably living in Beersheba, according to Genesis 21:33-34. It is not clear whether or not Beersheba was considered as part of Canaan or outside the border at this time in history. Genesis 23:19 makes it clear that Hebron is in Canaan when Abraham moves there at the time of Sarah’s death. The death of Sarah happens two years after the death of Abraham’s father, Terah. Abraham would remain in Hebron until his death, thirty-eight years later, at the age of 175. This dating of this event clarifies Acts 7:2-4 and Hebrews 11:8-10. These verses in the New Testament show that God moves Abraham to Canaan after the death of his father, Terah. CD#53 is the DFC date for events happening between the years 2031 BC and 2027 BC.",
2031,Death of Terah-Son of Nahor at 205,DFC,DFC,,"The DFC date of the death of Terah is 205 years and 41 days from his birth. Some Bible commentators mistakenly show Terah as having already died when Abraham leaves Haran at the age of 75, sixty years earlier. According to Scripture, Terah is 145 years old when Abraham leaves Haran. CD#53 is the DFC date for events happening between 2031 BC and 2027 BC.",
2065,Death of Serug-Son of Reu at 230,DFC,DFC,,The DFC date of the death of Serug is 230 years and 46 days from his birth. CD#46 is the DFC date for events happening between 2066 BC and 2062 BC.,
2066,Abraham and Sarah and King of Gerar,EST,EST,,"King Abimelech of Gerar takes Sarah into his harem. It is estimated that during the next two months, Abraham and Sarah live in Gerar, as described in Chapter 20 of Genesis.",
2066,Sarah Conceives Isaac,EST,EST,,This date is 266 days before the DFC date for the birth of Isaac.,
2066,Birth of Isaac-Son of Abraham,DFC,DFC,,"The DFC date for the birth of Isaac is 100 years plus 20 days after the birth of his father, Abraham. Isaac is the father of Jacob and Esau. CD#46 is the DFC date for events happening between 2066 BC and 2062 BC.",
2066,Isaac Circumcised,MDFC+8,MDFC+8,,"Isaac, son of Abraham and Sarah, is circumcised eight days after birth in obedience to God’s command in Genesis 17:12.",
2067,Covenant of Circumcision With Abraham,DFC,DFC,,Abraham visited by angels at the age of 99. The Covenant of Circumcision is established during this visit. CD#45 is the DFC date for events happening between 2071 BC and 2067 BC.,
2067,Abraham Promised Son by Sarah in One Year,DFC,DFC,,All males in Abraham’s household were circumcised. CD#45 is the DFC date for events happening between 2071 BC and 2067 BC.,
2067,Ishmael Circumcised at 13,DFC,DFC,,This event happens thirteen years and two days after the DFC date of Ishmael’s date of birth. CD#45 is the DFC date for events happening between 2071 BC and 2067 BC.,
2067,Abraham Sees Lord by Terebinth Trees of Mamre,EST,EST,,,
2067,Angels Leave Abraham and Journey to Sodom,EST,EST,,Abraham pleads to the Lord to spare the people of Sodom.,
2067,Sodom and the Cities of the Plains Destroyed,EST,EST,,"God destroys the cities of the Plains, described in Chapter 19 of Genesis. A modern day visitor to Masada can visually see the ruins of several of these white sulfur covered cities.",
2080,Birth of Ishmael-Son of Abraham at 86,DFC,DFC,,"The DFC date for the birth of Ishmael is 86 years plus 17 days after the birth of his father, Abraham. Ishmael is the father of Nebajoth, Kedar, Adbeel, Mibsam, Mishma, Dumah, Massa, Hadar, Tema, Jetur, Naphish, and Kedemah, according to Genesis 25:13-15. CD#43 is the DFC date for events happening between 2081 BC and 2077 BC.",
2088,Death of Reu-Son of Peleg at 239,DFC,DFC,,The DFC date of the death of Rue is 239 years and 48 days from his birth. CD#41 is the DFC date for events happening between 2091 BC and 2087 BC.,
2090,Estimated Death of Job at 200,EDFC,EDFC,,The Book of Job states that Job lived for 140 years after the events described in the Book with his name. CD#41 is the DFC date for events happening between 2091 BC and 2087 BC.,
2091,Abraham Leaves Haran at 75,DFC,DFC,,"When Abraham leaves his father in Haran at the age of 75, his Father, Terah is 145 years old. Abraham’s wife Sarah is 65 years old at the time of this event. Terah would die 60 years later at the age of 205. Sarah would die two years after the death of Terah at the age of 127. At the death of Sarah, Abraham moves from Beersheba to Hebron in Canaan, clarifying the text of Acts 7:2-4. CD#41 is the DFC date for events happening between 2091 BC and 2087 BC.",
2108,Death of Noah-Son of Lamech at 950,DFC,DFC,,The DFC date of the death of Noah is 950 years and 190 days from his birth. CD#37 is the DFC date for events happening between 2111 BC and 2107 BC.,
2117,Death of Nahor-Son of Serug at 148,DFC,DFC,,The DFC date of the death of Nahor is 148 years and 30 days from his birth. CD#35 is the DFC date for events happening between 2121 BC and 2117 BC.,
2118,Death of Peleg-Son of Eber at 239,DFC,DFC,,The DFC date of the death of Peleg is 239 years and 48 days from his birth. CD#35 is the DFC date for events happening between 2121 BC and 2117 BC.,
2156,Birth of Sarah-Wife of Abraham,DFC,DFC,,Scripture is very clear in Genesis 17:17 that Sarah is ten years younger than her husband Abraham. CD#28 is the DFC date for events happening between 2156 BC and 2152 BC.,
2166,Birth of Abraham-Son of Terah,DFC,DFC,,"The birth of Abraham begins a period of 290 DFC years plus 58 days until Jacob’s arrival in Egypt at the age of 130 to join Joseph. Abraham is born when his father, Terah, is 70 years old. Abraham is the father of Isaac. Many commentaries erroneously claim that Terah is 130 when Abraham is born. This 60 year error has gone often unchallenged since it was introduced by James Ussher in his 17th century dating of the events in Biblical and world history. Ussher’s error triggered a series of mathematical miscalculations in the start of the Babylonian Exile in 588 BC and the rebuilding of the Jerusalem Temple in 515 BC. Even though most of Ussher’s dates prior to 454 BC have proven incorrect, these three main errors remain firmly entrenched in modern Bible chronology. Ussher’s calculation of the number of years from Creation until the birth of Jesus was 3,999. Instead, the correct number of solar years is 4,096 which are clearly stated in the Biblical text (See Exact Years Chart in Chapter 29). This error was the main stumbling block of subsequent attempts at calculating an accurate Bible chronology. The correction of this mathematical error was extremely difficult prior to the invention of the computer and an Excel spreadsheet. This Monday, November 11–Heshvan 22 date is also the birth date of Seth (3985 BC), the son of Adam, and King David (1040 BC). CD#26 is the DFC date for events between 2166 BC and 2162 BC.",
2230,Estimated Date for the Book of Job,EDFC,EDFC,,This estimated date for the main events in the Book of Job places these events about 85 years after the Tower of Babel and 64 years before the birth of Abraham. It is estimated that Job is about 60 years old and would live another 140 years. CD#13 is the DFC date for events happening between 2231 BC and 2227 BC.,
2236,Birth of Terah-Son of Nahor,DFC,DFC,,"The DFC date for the birth of Terah is 29 years plus six days after the birth of his father, Nahor. Terah is the father of Abraham. CD#12 is the DFC date for events happening between 2236 BC and 2232 BC.",
2265,Birth of Nahor-Son of Serug,DFC,DFC,,"The DFC date for the birth of Nahor is 30 years plus six days after the birth of his father, Serug. Nahor is the father of Terah. At this point in the Bible timeline, one-fifth of the completed years since Creation Day 3 would be 370. Since there are only 364 Calendar Day Numbers, 364 must be subtracted resulting in CD#6 as the DFC date for this year. CD#6 is the DFC date for events happening between 2266 BC and 2262 BC.",
2290,Birth of Job,EDFC,EDFC,,"This is the estimated DFC year of the birth of Job. Job lives for 140 years after the events mentioned in the Book of Job. It is estimated that Job dies at about 200 years old. Like all DFC and EDFC dates in the Bible Timeline, the Calendar Day Number (CD#1) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. At this point in the Bible timeline, one-fifth of the completed years since Creation Day 3 would be 365. Since there are only 364 Calendar Day Numbers, 364 must be subtracted resulting in CD#1 as the DFC date for this year. CD#1 is the DFC date for events happening between 2291 BC and 2287 BC.",
2295,Birth of Serug-Son of Reu,DFC,DFC,,"The DFC date for the birth of Serug is 32 years plus seven days after the birth of his father, Rue. Serug is the father of Nahor. CD#364 is the DFC date for events happening between 2296 BC and 2292 BC.",
2315,The Tower of Babel,EDFC,EDFC,,This is an estimated date for the events of the Tower of Babel during the life of Peleg and before the birth of Job. CD#360 is the DFC date for events happening between 2316 BC and 2312 BC.,
2327,Birth of Reu-Son of Peleg,DFC,DFC,,"The DFC date for the birth of Rue is 30 years plus 6 days after the birth of his father, Peleg. Rue is the father of Serug. CD#357 is the DFC date for events happening between 2331 BC and 2327 BC.",
2357,Birth of Peleg-Son of Eber,DFC,DFC,,"The DFC date for the birth of Peleg is 34 years plus 6 days after the birth of his father, Eber. Peleg is the father of Reu. It is estimated that the events of the Tower of Babel happened in the first half of Peleg’s life. CD#351 is the DFC date for events happening between 2361 BC and 2357 BC.",
2391,Birth of Eber-Son of Salah,DFC,DFC,,"The DFC date for the birth of Eber is 30 years plus 6 days after the birth of his father, Salah. Eber is the father of Peleg. CD#345 is the DFC date for events happening between 2391 BC and 2387 BC.",
2421,Birth of Salah-Grandson of Arphaxad,DFC,DFC,,"The DFC date of birth for Salah is thirty-five years and seven days after the birth of his grandfather, Arphaxad. This is the only example of a skipped generation in the dating of the birth of a patriarch in the Old Testament. Luke 3:36 makes it clear that Arphaxad is the grandfather instead of the father of Salah. This shows a gap in the generations but not in the number of years of chronology between the two events. Salah is the father of Eber. CD#339 is the DFC date for events happening between 2421 BC and 2417 BC.",
2456,Birth of Arphaxad-Son of Shem,DFC,DFC,,"The DFC date for the birth of Arphaxad is 100 years plus 20 days after the birth of his father, Shem. Arphaxad is the grandfather of Salah, according to Luke 3:36. The birth of Arphaxad is the starting point of 290 DFC years and 58 days until the birth of Abraham. CD#332 is the DFC date for events happening between 2456 BC and 2452 BC.",
2457,150th Day of Water on the Earth,Anchor #17,Anchor #17,,"This is the peak of the waters covering the earth. The waters begin to recede and the Ark comes to rest on the mountains of Ararat on the same day. This Nisan 17 date in Scripture becomes an Anchor date connecting the first day out of Egypt of the Exodus in 1445 BC, as recorded in Exodus 12:37-42. This Nisan 17 solar Gregorian-Hebrew calendar date in 30 AD is also the Monday evening Gregorian solar date of the resurrection mentioned in John 20:19-23.",
2457,Ark Rests on the Mountains of Ararat,Anchor #17,Anchor #17,,"This is the most important transition date in history. On this Nisan 17 date in history, the Ark comes to rest on the mountains of Ararat. Israel has its first day out of Egypt in 1445 BC on Nisan 17, according to Exodus 12:40-42. The risen Christ stands before his disciples on the evening of the resurrection, which is Monday, April 8 – Nisan 17 on the Gregorian solar calendar, in 30 AD. This event, when Jesus appears to His disciples without Thomas present, is recorded in Mark 16:14, Luke 24:36-43, and John 20:19-23.",
2457,Noah Sees the Tops of the Mountains,DIS,DIS,,The sight of the tops of the mountains is the first sign of land after the flood waters begin to subside.,
2457,Noah Opens Ark Window and Releases a Raven,DIS,DIS,,Noah sends out a raven and a dove on the same day. A raven could survive on almost anything it could find to eat and would not be as selective as a dove. The raven does not return to the Ark. It could fly back and forth to the Ark but seems to have found enough food to eat as it is a scavenger.,
2457,Noah Releases First Dove,DIS,DIS,,Noah sends out a raven and a dove on the same day. The dove returns because there is probably no place to land that feels as safe as the Ark. The dove is apparently more selective in what it can eat than a raven. The raven does not return to Noah.,
2457,Second Dove Returns to Noah With Olive Leaf,DIS,DIS,,"Seven days after the first dove and raven were released, Noah releases a second dove. When the dove returns with an olive leaf, it is a sign that new plant growth had begun. This was the first sign that Noah and his family would soon be able to leave the Ark.",
2457,Third Dove Does Not Return to Noah,DIS,DIS,,"Seven days after the second dove was released, Noah releases a third dove. When the dove does not return it is a sign that birds can now survive independently of the Ark as a home base. There was now a supply of food for birds and other animals. This was a definite sign that Noah and his family could begin preparations to leave the Ark. It can be speculated that Noah would probably live near the Ark and use it as a storage barn for food until food was more plentiful and could be grown or hunted.",
2457,Noah Removes Covering on the Ark,"Anchor #1, DFC","Anchor #1, DFC",,"Noah removes the Covering on the Ark on the “first month, the first day of the month”, as stated in Genesis 8:13. This date becomes a Tishri 1 Anchor date in the Bible Timeline. This Anchor date allows the exact DFC dating of many of the events from Creation Week until the first day of the Exodus out of Egypt on Nisan 17 in 1445 BC. Like all DFC dates, CD#331 is one-fifth of the number of years since Creation Week. CD#331 is the DFC date for events happening between 2461 BC and 2457 BC. This date is both an Anchor Date and DFC date.",
2457,Noah’s 601st Birthday,"Anchor #1, DFC","Anchor #1, DFC",,"The Tishri 1 Anchor date that Noah removes the Covering on the Ark is also Noah’s DFC 601st birthday. From this Tishri 1 Anchor date in history in the Biblical text, all dated events in Scripture and world history can be calculated on any calendar using the Julian day number.",
2457,Earth Dry From The Flood,DIS,DIS,,,
2457,God Instructs Noah to Leave the Ark,DIS,DIS,,This is the last specific DIS date given in Scripture in relation to the events of Noah’s Flood. Noah and his family leave the Ark after spending 382 days confined to the Ark.,
2457,Noah Finishes Releasing the Animals,EST,EST,,This is the estimated date that Noah finished removing the animals from the Ark. This is the first date labeled as an EST (Estimated) date in Scripture in relation to the events of Noah’s Flood. An EST date falls between a DIS and/or DFC dates taken from the Biblical text.,
2457,Noah Begins Building an Altar to the Lord,EST,EST,,,
2457,Noah Begins Burning Sacrifices,EST,EST,,,
2457,God Promises to Never Flood Whole Earth Again,EST,EST,,"God promises to never flood the entire earth again with water. The next time the entire earth will be judged using fire according to Isaiah 29:6, 66:15, Malachi 4:1, 2 Peter 3:3-10 and other verses found in the Old and Old Testaments.",
2457,God Blesses and Instructs Noah's Family,EST,EST,,,
2457,God Makes Rainbow Covenant,EST,EST,,"God creates the rainbow in the rain clouds as a reminder to all living creatures that He will never flood the entire earth with water again as an act of Divine judgment. As previously stated, the future global judgment of earth will come by fire. This future judgment has often been visualized as being caused by a series of explosions of matter in which the flat universe burns up like a scroll on fire. Fiery balls of matter will fall like rain on the earth and possibly other parts of our solar system. Isaiah 34:4 expresses the end of time in this way: ""All the host of heaven shall be dissolved, And the mountains shall be melted with their blood. All the heavens shall be rolled up like a scroll; All the host shall fall down As the leaf falls from the vine, And as fruit falling from a fig tree"". Revelation 6:14 reminds the reader of Isaiah 34:4 when it says: ""Then the sky receded as a scroll when it is rolled up, and every mountain and island was moved out of its place"".",
2458,Death of Methuselah-Son of Enoch at 969,DFC,DFC,,"The DFC date for the death of Methuselah is 969 years and 194 days from his DFC date of birth. This day is also the 600th birthday of Noah using DFC dating. The events of the Flood seem to be triggered with the death of Methuselah. Noah’s family enters the Ark 47 days after Methuselah’s death. If the DFC is an exact date of an event, this DFC date seems to solve a long standing question as to whether or not Methuselah was killed by the Flood since he dies in the same year as the Flood. The question remains open as to whether or not the DFC date is the exact date of an event or does the DFC date function like the marks on a ruler giving an approximate date when the exact date is not stated. CD#331 is one-fifth of the number of years since Creation Week. CD#331 is the DFC date for events happening between 2461 BC and 2457 BC.",
2458,Date of Methuselah’s Death is Noah’s 600th Year,DFC,DFC,,"This is the DFC date for Noah’s 600th birthday. This date is 600 years and 120 days from the date of Noah’s birth. This day is also the DFC date if the death of Methuselah and 54 days before it starts to rain “in the second month, the seventeenth day of the month”. At this point in time, 1,656 364-Day years plus 331 days have passed since Creation Day 3 of Creation Week in 4115 BC. This is an exact match to the 1,656 years stated in the text of Scripture from Creation Week until the start of Noah’s Flood. CD#331 is one-fifth of the number of years since Creation Week. CD#331 is the DFC date for events happening between 2461 BC and 2457 BC.",
2458,Noah and His Family Enter the Ark,DIS,DIS,,"Noah and his family and all the animals enter the Ark seven days before it starts raining. This is the first DIS (Date in Scripture) date recorded in Scripture. This is the first time the exact month and day of the month can be calculated from the Biblical text. Noah and his family would remain on the Ark for 382 days. It starts raining seven days after Noah and his family entered the Ark. The rain starts: ""in the second month, the seventeenth day of the month”.",
2458,First Rain Begins to Fall on the Earth,DIS,DIS,,This is Day #1 of 40 days of continuous rainfall. This is also Day #1 of 150 days that the waters covered the earth.,
2458,Rain Stops Falling on the 40th Day,DIS,DIS,,This is Day #40 and the last day of rain at the time of Noah's Flood. Water will still cover the earth for another 110 days.,
2463,Death of Lamech-Son of Methuselah at 777,DFC,DFC,,"Lamech dies 777 years and 155 days after his birth. Lamech dies 5 years before the death of his son, Methuselah and 5 years before the start of the year of Noah’s Flood. CD#330 is one-fifth of the number of completed years since Creation Week. CD#330 is the DFC date for events happening between 2466 BC and 2462 BC.",
2556,Birth of Shem-Third Son of Noah,DFC,DFC,,Shem is the third son of his father Noah and the father of Arphaxad. The DFC date of birth for Shem is 502 years and 101 days after the birth of Noah. CD#312 is one-fifth of the number of completed years since Creation Week. CD#312 is the DFC date for events happening between 2556 BC and 2552 BC.,
2557,Birth of Ham-Second Son of Noah,DFC,DFC,,"Ham is the second son of his father, Noah. Ham is born one year after Japheth and one year plus one day before Shem using DFC dating. CD#311 is one-fifth of the number of completed years since Creation Week. CD#311 is the DFC date for events happening between 2561 BC and 2557 BC.",
2558,Birth of Japheth-First Son of Noah,DFC,DFC,,"The DFC date of birth for Japheth is 500 years and 100 days from the birth of his father, Noah. Japheth is the first of three sons born to Noah. The DFC date for the birth of Ham is one year later. Shem is born one year and one day after the birth of Ham. The birth order of Noah’s sons is right to left in the text. This same order is found with the birth order of the sons of Terah showing Abraham as the third son and Haran as the first in Genesis 11:26. CD#311 is one-fifth of the number of completed years since Creation Week. CD#311 is the DFC date for events happening between 2561 BC and 2557 BC.",
2578,God Promises to Flood Earth in 120 Years,DFC,DFC,,God promises to bring judgment on mankind for his wickedness. God’s patience has its limits due to His Holiness. God promises bring judgment to the entire earth by means of a global flood. This flood will kill everything that lives on the land and in the air in 120 years. God gives Noah instructions for building the Ark. Noah does all that God commands him to do. CD#307 is one-fifth of the number of completed years since Creation Week. CD#307 is the DFC date for events happening between 2581 BC and 2577 BC.,
2692,Death of Jared-Son of Mahalalel at 962,DFC,DFC,,The DFC date for the death of Jared is 962 years and 192 days from his birth. CD#284 is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#284 is the DFC date for events happening between 2696 BC and 2692 BC.,
2824,Death of Mahalalel-Son of Cainan at 895,DFC,DFC,,The DFC date of the death of Mahalalel is 895 years and 179 days from his birth. CD#258 is one-fifth of the number of completed years since Creation Week. CD#258 is the DFC date for events happening between 2826 BC and 2822 BC.,
2879,Death of Cainan-Son of Enosh at 910,DFC,DFC,,The DFC date of the death of Cainan is 910 years and 182 days from his birth. CD#247 is one-fifth of the number of completed years since Creation Week. CD#247 is the DFC date for events happening between 2881 BC and 2877 BC.,
2974,Death of Enosh-Son of Seth at 905,DFC,DFC,,The DFC date of the death of Enosh is 905 years and 181 days from his birth. CD#228 is one-fifth of the number of completed years since Creation Week. CD#228 is the DFC date for events happening between 2976 BC and 2972 BC.,
